,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,3638169.0,8318.057798027992,2221,2528,0.8785601265822784,1.5432730035355697,19.017831643151897,170.06735033423092,171.16235993336377,141.70264922616423,59.89196982989348,51.59297418263886,81.59079513612197,8.337447249605354,0.9987340392368821,0.40459142808927573,9.907909059533823
0,3665961.0,8430.013194441795,3038,1968,1.54369918699187,1.630891326994477,19.385127790083626,167.59560011311623,168.83213975694446,140.590358727403,59.409428337864625,51.51108915132786,80.30132039836434,9.674341176059944,0.9985147895226257,0.3510829857785711,10.022866727818535
0,3561658.0,8122.612058401108,2319,2372,0.9776559865092749,1.5444121810684799,18.52418919820013,167.37466414517195,167.89954299138637,140.91597232064123,59.401296416165266,51.52172094830333,79.368038178106,11.38695903083064,0.9982450483689931,0.3337405573452494,10.159769993788363
0,2810559.0,7167.99473798275,2340,1797,1.3021702838063438,1.4961365336931194,18.28111367302675,170.36990009159527,169.08771888384985,146.70263306904553,53.25068227137127,45.6936162181884,71.89768098066807,9.42570156281215,0.9981762291930062,0.40030964938219493,9.7838593294089
0,3979633.5,7752.497263073921,2377,2165,1.0979214780600461,1.2931354105849195,15.102198183317292,163.4056184781011,164.3355649840955,133.53663302705343,62.48675498092214,53.88992015483094,82.55015042695427,8.077072433594125,0.9988640185977321,0.40600133224763296,10.015457953870627
0,3100940.5,7724.629301309586,1732,2846,0.6085734364019677,1.5896054761450598,19.242516211662434,177.35586168784644,177.42975434290227,151.73566387878455,60.215605464709625,52.77291174726873,79.21786092274249,8.979673778320434,0.9986623487491684,0.4034490102055091,9.918160974091109
0,3921583.0,8072.563284993172,2909,1822,1.5965971459934138,1.3515455365856084,16.61733998495499,161.1505336606093,161.61022952294343,132.93943745997626,60.24470037301489,51.6866517277474,80.71884437504087,8.41648763716713,0.9987257224742007,0.4000544724605243,10.02879139909424
0,2888685.0,7250.289115428925,2535,1633,1.5523576240048989,1.4330586408694614,18.1974470242713,176.19460946029648,176.43963249362244,152.93937028901067,57.34002729919512,50.44724348003674,76.80832481431278,9.665705573464862,0.9984254986620752,0.39831384003453874,9.990122736671182
0,2695902.0,7230.981350064278,1929,1670,1.1550898203592814,1.1949358693305616,19.395026705339216,179.94593951102817,183.06178129527274,160.0357058380837,65.33927236817122,54.34871956583315,79.79811391762979,11.5097400295541,0.9984274652553116,0.3893568006696202,9.614348413497023
0,2989490.5,7349.110403299332,2364,1832,1.2903930131004366,1.4486910060426685,18.066430958680908,174.8767886832588,178.9836118426923,153.97903617947952,68.47070304900035,57.08361789741002,82.99869261906669,10.989352824292293,0.9986320279890714,0.37173162291141393,9.84075444243604
0,3509951.5,8340.099421262741,2264,2058,1.1000971817298348,1.327457658602975,19.817156549470013,164.80461204543545,169.97246785963614,141.46103616504473,69.27836101523934,57.664834593995565,84.05901135499329,10.616693777012312,0.9987065039028806,0.36744342353054227,10.056025557930433
0,2208037.0,6592.701237082481,1813,1832,0.9896288209606987,1.5042392858453006,19.684321232583006,173.78555665128707,175.47047979589212,154.87174848237908,57.49761477182302,47.923332464631464,70.03311073748026,12.991383178536818,0.997703049176043,0.3486571942206461,10.352652328243462
0,2449270.5,6944.115457177162,2011,2040,0.9857843137254902,1.6749640352096675,19.687796624589563,173.41632039582808,175.27384757915513,153.7978177719776,60.018277342588085,49.710294698537794,73.37608468292852,12.926060810747252,0.9978910809711112,0.35973646557208183,10.2177326397086
0,2321862.5,6761.865674614906,1982,1771,1.11914172783738,1.51176996915192,19.692306241879226,177.2907401338236,178.86736047138763,156.56635466204227,59.540266625473095,49.11151241904276,72.17377425480947,12.383491931006825,0.997935021754698,0.3617815463839062,10.132727556390487
0,2768941.0,7424.455634236336,2055,2176,0.9443933823529411,1.614942319103224,19.907445288557494,172.07049342692324,174.79764685098576,151.36788980156106,63.984659245574335,53.085989503070074,77.80977641348788,11.946544926458948,0.9982898155313895,0.35610450046370334,10.231380040601039
0,2572467.5,7149.335799694061,2160,1934,1.1168562564632885,1.6239038977168807,19.869250972767247,167.30660593230348,169.15252156032167,146.83824608161166,59.43985915765272,48.86525447013099,72.3907511550123,12.071215985233225,0.997977588512622,0.35388923550113577,10.330148015149032
0,2697356.0,7305.411917209625,2185,1955,1.1176470588235294,1.583652658381022,19.785687643792073,169.75962833049886,171.9154696456129,148.58327887482153,61.96456817330007,50.91137362810824,75.51635480907956,12.650085189929978,0.9980506109041711,0.34804490782802244,10.187906854138971
0,2128568.5,6472.503193855286,1720,2042,0.8423114593535749,1.6500479077840342,19.68144205576042,172.1127110759427,172.60923639324557,153.02955588099437,54.994675715694086,45.15543885826026,67.20390881689708,13.185220734085668,0.9974149025413477,0.3468441681884067,10.237900312376732
0,2715319.5,7494.80174434185,1591,2229,0.7137729923732615,1.3060485147327967,20.687087905121164,171.15581178941483,173.92811574861426,149.85233008616254,63.05506040591043,52.554181451623094,76.49071031252795,12.085468409768726,0.9982234862627489,0.36812180002906514,10.204638774417155
0,3287200.5,8195.384569764137,1952,2786,0.700646087580761,1.654377942568456,20.432075331677552,159.95419054967667,164.01188302770953,136.87030844841794,63.56903293950589,52.0187877792461,77.92245955448672,10.830117735246727,0.9984068226446681,0.3694931634092067,10.129977516721844
0,2340105.5,6834.056575059891,2013,1613,1.2479851208927464,1.3875310322547423,19.958215247611413,176.8238626372617,178.68678293558935,157.21099950396825,59.96988117632297,49.923035039469596,72.96027143807054,12.271257946452295,0.9980053281640684,0.35762834317783787,10.162860848490187
0,2666767.5,7418.399728536606,1659,2403,0.6903870162297129,1.4949098487213452,20.63646513329414,169.24174305621167,171.88783982439426,148.38086749456727,61.4470699526281,50.99493577044061,74.94732274730809,12.077820466806381,0.9981223894006277,0.3557117133515895,10.267439866452232
0,1937656.0,6190.461563944817,1704,1911,0.8916797488226059,1.6805583653651628,19.777408567195675,187.81386113473167,189.28063356901401,168.2578704031767,58.554214785567126,48.791418677156734,70.46083725073332,12.116026483942118,0.9979301773557483,0.41048364976982765,9.687779986269792
0,36.5,27.899494767189026,5,13,0.38461538461538464,1.7808219178082192,21.32552899354542,167.64010797220124,172.85101094353635,145.30682138789157,70.90821982040448,58.77709912867776,86.13646553212455,9.51939941842279,0.9988889831297554,0.3953993178893054,9.693835353158356
0,2254459.0,6668.226068019867,1762,2005,0.8788029925187032,1.5670322680518918,19.723241316085012,167.76065844933652,168.52746021248007,148.7905162306049,55.86256926730941,45.60079335183803,68.63102709535256,11.773082159115864,0.9977551682243342,0.36368902928528807,10.224989611086166
0,2614763.0,7211.543947696686,2013,2045,0.9843520782396088,1.5743625712923122,19.889514311454114,173.5836880518025,176.37787317859244,152.1331334279468,62.96348142491911,52.139218733593545,76.22283454454694,11.304698246120154,0.9983212783996895,0.36589022105835245,10.126657703809032
0,2580756.5,7256.281975269318,1807,2407,0.7507270461154965,1.6853387756651974,20.40240065446639,170.20257049096645,172.46702381280446,149.75782923122952,61.41522851669214,50.9666919029515,74.99552793632759,11.27947601451685,0.9982469938214339,0.3612707602182681,10.198231928434202
0,2914554.0,7633.734861135483,1722,2187,0.7873799725651578,1.2921407529248043,19.99410816547409,170.65161610554716,174.52580718340576,149.4399073286722,65.52109642692842,54.61746075831658,79.78472899770829,10.763803899168362,0.9985365130757223,0.37224106820504965,10.119900517888457
0,2537137.0,7254.157084107399,1709,2448,0.6981209150326797,1.6489578607698363,20.74101437995093,177.07582839269966,178.66365520938314,158.1972986773799,63.791634504187094,53.03513383041241,78.04160107846829,12.133091499569119,0.9982599105346308,0.3679605076659781,10.14682353259515
0,2410378.0,6864.9510242938995,1919,1625,1.180923076923077,1.2937286184988412,19.551934412757607,176.80693071499434,178.84254297301482,156.2221425848503,61.83858110898452,51.437177981260064,74.7549118992122,12.119030416432004,0.9981430466955407,0.35674782076145434,10.077196194040512
0,1978088.0,6167.51538336277,1664,1521,1.0940170940170941,1.2794900934639915,19.229804742769996,180.0974412865069,180.27404146457965,161.60411557080394,56.243671686737834,46.73090810784999,68.55334808026262,13.709753446613638,0.9974630250725166,0.36469230397849356,10.264873292949527
0,2528017.5,7083.713446140289,2058,2032,1.0127952755905512,1.6542037387003847,19.84914906128171,182.6161746865027,185.09015696845867,162.85649657239438,64.94464925725532,54.20528117276902,78.91201153916855,12.120505304978536,0.998327238595196,0.36528420763404834,9.918315424407766
0,2705802.0,7260.8231835365295,1930,1815,1.0633608815426998,1.2946069224577408,19.48389176391382,164.22704163648484,166.40061124758546,143.50310872805912,59.50977089214595,48.452362627373404,73.04056929175063,11.7165219838638,0.9980237408663919,0.35985346481673597,10.248434363079838
0,2117532.0,6518.451467752457,1695,2075,0.8168674698795181,1.6609548285456843,20.06591141831347,173.76032562909424,174.71610671178195,153.95372420766145,56.342995905666704,46.62940127276082,68.49721199157673,12.119029337252943,0.9977491368737741,0.37332226684249814,10.183092539368225
0,2159446.5,6472.458607316017,1714,1703,1.0064591896652966,1.3517084123176935,19.399749159527314,183.54617884962627,185.57990080677334,163.9652627688807,60.59318894725567,50.84584837205328,73.0675222418693,11.837177847639728,0.9981261881519872,0.3617355286390649,9.873203952533025
0,2374422.5,6839.297136068344,1847,2124,0.8695856873822976,1.6522030093633293,19.699941908161943,174.50445551002036,176.31933930014907,154.7075581196985,60.35879361036082,50.31478726656986,73.44792556639334,12.195975409894606,0.9980438451375903,0.35642438725064873,10.309237169704756
0,2190066.5,6556.340854048729,1802,1764,1.0215419501133787,1.4514298995030517,19.62753432120368,169.25164351523787,170.10947883204207,150.04983888810153,54.716356184461674,44.58494379425181,67.3422730327952,12.975376169022528,0.997414377949492,0.3647346464245623,10.147970841350746
0,2676585.5,7215.551110506058,1904,1842,1.0336590662323561,1.3103142044220146,19.451714816629323,168.3051842698885,170.47491168535316,148.63767078976653,61.55414973104153,50.62586482228148,75.884649073214,11.825581059568398,0.9981597157281301,0.35694091216795254,10.271835187221757
0,2148101.0,6501.373256325722,1726,1983,0.8703983862834089,1.593341281438815,19.676846767478494,176.94614405851075,178.3000195689773,156.81323010492778,58.09894817334001,48.39133716565309,70.27081891785237,12.049792668818831,0.997907088845331,0.3673744153436488,10.205963595332825
0,2413289.5,6948.080972790718,1548,2017,0.7674764501735251,1.2938008473496445,20.00415996690675,160.47804649444655,161.54901216852483,141.0616191499748,54.34789803253884,43.7433559231998,67.47406866479966,12.630023299303943,0.997424217438871,0.3530406549778059,10.172490571130638
0,2439415.0,6926.431262016296,1996,1750,1.1405714285714286,1.431900681105921,19.6667848756512,178.56334927393024,180.64397854531472,158.08839198777505,62.33610705239686,51.96581938596519,75.45157188069136,12.28995460518821,0.9981506681772112,0.3546679217125109,10.08120418416695
0,3267940.5,8064.369411230087,1860,2257,0.824102791315906,1.284607231986017,19.900623649905345,164.52716011655434,168.37326782564878,142.82452311074894,66.64629506465151,55.00353925203572,81.73012811230537,11.363568868455987,0.998494291839927,0.3658601546413364,10.265200683629821
0,2591608.5,7149.307242870331,2162,1922,1.124869927159209,1.6033918703384404,19.722343885258198,181.87256823061014,184.62831048700343,162.46951422351347,66.00019307330845,55.07185265925765,80.32222981795917,11.774733659445474,0.9984266127744845,0.3778744092655708,9.80208889890286
0,2.0,8.828427076339722,3,4,0.75,6.0,38.97056232112416,163.80425027360482,168.20876924747523,141.26872199979528,66.79803155958457,55.14033502535738,81.74376806356887,10.207181523977445,0.9986533765752043,0.37493763970262683,10.037250530398763
0,2184199.0,6549.598646879196,1617,1866,0.8665594855305466,1.3814318200859903,19.639804997256107,178.08413388985997,179.20328640715545,159.19368497784916,60.33765426627799,50.235710029728814,73.0505173770227,14.257505141604113,0.9977075081122533,0.34079087905212413,10.430697100089056
0,2446290.5,6982.115453958511,2200,1869,1.177100053504548,1.680830629068788,19.928105927078683,174.44266855565527,175.78748722193353,154.4738155437715,60.529254307367125,49.99548806381609,73.84636192059182,16.097559685990475,0.9974167469588079,0.2901414984539748,10.50517301554192
0,2683375.0,7232.4068648815155,1827,1896,0.9636075949367089,1.2909086504867937,19.493253480853504,171.32589334923784,173.1442190977471,150.58471275759533,61.420187293115916,50.45545980430171,75.08944634916429,15.884212591741324,0.9975112455643386,0.29336817261273646,10.458809163629734
0,2512024.5,6983.678946018219,1897,1694,1.1198347107438016,1.2792542429422962,19.41532481910831,174.44410424277737,176.55067979641703,153.4949265827087,61.30210544788565,50.855103738799166,74.15106984443496,12.018297653982778,0.9981207960022188,0.35805829745660794,10.171384879782233
0,2922237.5,7591.644455552101,2034,2074,0.9807135969141755,1.4435910838869188,19.722238709042287,165.72036612195032,168.36324991995255,143.3460515282502,62.56375106187198,51.066635078489526,76.2501697687034,11.74811830480511,0.998210836919037,0.3563328736973279,10.204476432264508
0,2610773.0,7177.289998054504,2091,1563,1.3378119001919386,1.2518258002514964,19.731126266501615,170.98330551356344,172.5922975816484,148.89883716314458,60.14407084438236,48.6780929873834,73.44774973255564,11.443690353926993,0.998097922188377,0.38678372466986416,10.09803607350742
0,3558172.0,8428.327782511711,2207,2492,0.8856340288924559,1.545693687657595,19.964383174691605,161.92313763371862,166.35931742488663,138.2279845724941,68.20650959367889,56.19911003643614,82.7593696488579,10.433087036232209,0.9986763552986602,0.3690725317591109,10.0568927297937
0,3679033.5,8388.379516839981,2459,2167,1.1347485002307338,1.4483839301816632,19.125922859506595,156.92096331202234,161.87995088563974,133.45244590891912,67.6674008079465,55.35789936067897,82.84881549944735,10.349419699138016,0.9986581364824657,0.36868071813671327,10.252503623477132
0,854657.0,4852.321180224419,777,1836,0.42320261437908496,1.6691748853633679,27.549087921885032,200.36508100539598,197.46357512912573,182.300338118465,38.78397836772319,34.33780607432041,48.53191768131358,17.666095582244235,0.9936368959155494,0.29617646428689626,9.926709143540167
0,1028576.5,5026.336676001549,1538,1455,1.057044673539519,2.175618439659082,24.562159820410344,198.418359473419,196.34093210007768,180.65854324465124,42.062323441174506,37.447640930726465,52.91919401008747,15.866811626205946,0.9951773787330735,0.3105641832844792,10.053965393543201
0,1153690.0,5371.383359909058,1582,1520,1.0407894736842105,2.0843034090613597,25.008242421367886,189.5584293082588,187.44562990126607,171.77974058064584,42.054670440359324,37.39198607320772,53.6520423095606,15.143999214255214,0.995397030202489,0.3073742283683578,10.193116532338783
0,1108293.0,5420.207608580589,1107,1847,0.5993502977801841,1.8448451808321447,26.5080177535317,186.72740783717038,184.76915832401633,169.50065013949254,40.53378528740072,36.16399524539642,51.807988286899715,15.5625345630603,0.99492368171398,0.3134625738744665,10.139990181628072
0,1056145.0,5143.697942376137,988,1805,0.5473684210526316,1.688537085343395,25.051132678187656,188.00936104090556,186.1469435816379,171.2820061039462,39.887202206462604,35.57064352234185,50.9618985573731,15.891096669435253,0.9946467874265015,0.30217570388943993,10.090126883617135
0,1031528.5,4992.454426169395,1539,1376,1.1184593023255813,2.05293794597047,24.162784835686445,198.26002307269357,196.03126730534035,179.8151605115426,41.49691268437194,36.80482904550354,52.363631271197335,16.270822419463713,0.9949038097530869,0.3087847250460707,9.850982589842413
0,1150860.0,5364.23617208004,1549,1581,0.9797596457938014,2.1279469266461604,25.00306701931766,199.29940272791217,197.3578089077066,181.0453570509994,44.22859031048104,39.239584767033655,55.97954770349568,15.25881038485166,0.9958000034754052,0.3227630194209497,9.868376108516523
0,729738.0,4365.777027845383,841,1516,0.5547493403693932,1.7471421249818428,26.1189756554578,199.43611401447154,195.78309757062547,181.61595996905706,36.00542182712788,31.875678211528903,44.74471649706329,18.050077271444614,0.9924264435532696,0.3236876626078595,9.944562980124244
0,771125.0,4555.919159650803,817,1621,0.5040098704503393,1.7174349165180742,26.91703600489321,192.42340041244123,189.32213562990782,175.7756219916593,36.05790701994528,32.18729715409126,44.88335373434145,18.083567409949097,0.9924952725414673,0.3053501595345725,10.176284800389052
0,1162626.0,5814.609627366066,864,2276,0.37961335676625657,1.6913986096990778,29.08044815672292,193.4369988012566,191.84264606691443,175.49596113040124,43.36178584758753,38.67855975751809,54.99884985843249,16.041693842625993,0.9954293755782992,0.30081438669943195,10.142613600102653
0,1220151.0,5622.378300786018,1383,1856,0.7451508620689655,2.103713392850557,25.90756206170341,191.34265279221256,189.27415062765076,172.34549275439343,42.99596430719404,38.05636572137746,54.84600368351558,15.41428792261996,0.9955019578426183,0.3037306009726148,9.952035978123826
0,1023366.5,5198.66553735733,1198,1792,0.6685267857142857,2.097797807530342,26.40903661523685,197.50675088708323,195.29456830475246,180.09242634650312,42.395937198203825,37.76097773233368,53.33151110730189,18.243462004130105,0.9945414225863789,0.31015748881394745,10.25611417421143
0,993985.5,5568.470459580421,778,2144,0.3628731343283582,1.6781250833135897,31.195488524953124,196.16563777806647,194.03843311051273,178.04011697753947,40.85336784767506,36.44176739817288,51.5062741858544,17.78135850330083,0.9942789550486046,0.30102271522146,10.133687898746695
0,961867.5,5007.763959884644,1124,1706,0.6588511137162955,1.9935635625488957,26.07188607362191,200.22068663981796,197.84349296238557,182.427296574494,40.82531824917586,36.19212017704553,51.39406755976227,16.633884764771366,0.9946127968735147,0.33023010674214753,9.84971641592287
0,738139.0,4250.099968910217,1129,1349,0.8369162342475908,2.0633254712188354,24.471474540338107,194.56325971264278,191.041909187479,177.78131520258566,38.408967423577366,35.25226111192955,46.0540439554221,14.230963116154506,0.9948976773840155,0.32678026171437663,10.23750565601274
0,1005384.0,5002.800537586212,1260,1589,0.7929515418502202,1.9914182043875772,24.893984008968605,185.2863964113809,183.34924342036197,170.01000338889415,42.342355159033595,38.88550925613365,51.80592698664624,12.697977349940324,0.9962732107687616,0.33780024924148483,10.487466410349683
0,1014640.5,5183.8674293756485,884,1914,0.4618599791013584,1.6675620576943262,26.484731809287815,186.6637000720427,183.48336768156338,168.8458837238599,41.11435224247997,37.06828098649345,50.336997651655935,12.392602338100355,0.9960690117289603,0.3403563495574634,10.16867856766609
0,1084772.0,5351.677737355232,1028,1962,0.5239551478083588,1.8593179027482272,26.40228048336758,180.0882366497911,177.71318292942178,164.2360238462669,40.58699384535828,36.87609407133383,50.985938501178,13.88432834849513,0.9955357512757996,0.3203527759566906,10.425453571293152
